n_unique_values,std_dev,max_relative_frequency,norm_entropy,min_value,max_value,range_value,shannon_entropy,simpson_index,skewness_probs,kurtosis_probs,dispersion_index,uniformity,top2_ratio,top3_ratio,variable,dataset,type
6,1.26740141415767,0.368326369545033,0.774886317910081,1,13,12,1.38840989769065,0.715544429335761,0.177029135975893,-2.05825476118309,0.141346684797087,0.774886317910081,0.678272980501393,0.897574280408542,TITCON2M,SN217,O
4,1.10713128429915,0.43982683982684,0.79661942017946,1,4,3,1.10434901015338,0.649878155706727,-0.281200143317251,-1.93920018662711,0.13349579239103,0.79661942017946,0.762828282828283,0.991457431457431,ANELLO,SN217,N
3,0.402401378129893,0.826815642458101,0.496981415124747,1,3,2,0.545989889895714,0.295746075340969,0.358761482906828,-2.33333333333333,0.556380886988546,0.496981415124747,0.966480446927374,1,RICEV,SN217,N
2,0.309407080306339,0.892982456140351,0.490853903361113,2,3,1,0.340233999181599,0.191129578331794,0,0,0.617740843336411,0.490853903361113,1,1,NRICEVM,SN217,S
180,61.4914239333625,0.161035653650255,0.612359173522574,1,250,249,3.17995476534952,0.933002138815465,5.02712153196572,30.9144629308501,0.0617855587330517,0.612359173522574,0.254159592529711,0.334380305602716,NINVITM,SN217,S
1,0,1,0,9999,9999,0,0,0,0,0,NA,0,1,1,NINVITNR,SN217,N
1,0,1,0,3,3,0,0,0,0,0,NA,0,1,1,PAGSPO,SN217,N
1,0,1,0,4,4,0,0,0,0,0,NA,0,1,1,PAGSPA,SN217,N
1,0,1,0,5,5,0,0,0,0,0,NA,0,1,1,PAGAL,SN217,N
3,0.54989712160523,0.61247099767981406,0.739562445964642,1,3,2,0.812492391374201,0.50721006427614,-0.0224486349204454,-2.33333333333333,0.23918490358579,0.739562445964642,0.952146171693735,1,VIAGGI,SN217,N
4,0.855585670453708,0.472447183098592,0.845929233919234,1,4,3,1.1727069268887,0.655510237924023,0.095956972048201,-1.92374034775053,0.125986349434636,0.845929233919234,0.747887323943662,0.956514084507042,OVEVIA,SN217,O
1,0,1,0,3,3,0,0,0,0,0,NA,0,1,1,LUIVIA,SN217,N
1,0,1,0,4,4,0,0,0,0,0,NA,0,1,1,LEIVIA,SN217,N
1,0,1,0,5,5,0,0,0,0,0,NA,0,1,1,REGVIA,SN217,N
1,0,1,0,6,6,0,0,0,0,0,NA,0,1,1,ALTVIA,SN217,N
3,0.623181067443396,0.670773324078894,0.73628914967381,1,3,2,0.808896307844641,0.479396432474294,0.238258183534681,-2.33333333333333,0.280905351288559,0.73628914967381,0.926138006825149,1,COMBEN,SN217,N
9,2.03113843045827,0.236324348913909,0.91725077040676,1,9,8,2.01540593631832,0.84588153611899,0.68650274494218,-1.23406389648357,0.0483832718661362,0.91725077040676,0.45866029796429,0.588365745479359,AB1MAD,SN217,N
9,2.21959525063701,0.226539798302091,0.93441501881225,1,9,8,2.05311964476636,0.853985757407584,0.777078840173289,-1.13283138714652,0.0392660229164686,0.93441501881225,0.439747022961655,0.56196228135149,AB1PAD,SN217,N
9,1.98088672596422,0.240585299455535,0.911319903015167,1,9,8,2.00237448872059,0.843594464599507,0.646774155197074,-1.24864976833332,0.0509562273255543,0.911319903015167,0.462000907441016,0.598570780399274,AB1SUA,SN217,N
9,2.09399830540958,0.235327538208056,0.925927534004874,1,9,8,2.03447073454783,0.849249488535492,0.771812224881868,-1.19226414325059,0.0445943253975713,0.925927534004874,0.451906141696495,0.583773649224476,AB1SUO,SN217,N
6,1.57426068082303,0.690230832646331,0.622079004123623,1,6,5,1.11461594624646,0.504032006549305,1.35751170598001,-0.0887837810735852,0.395161592140834,0.622079004123623,0.765663643858203,0.832715031602088,AB1SPO,SN217,N
6,1.77621349168212,0.441703577512777,0.811678350906668,1,6,5,1.45433237120443,0.708643965069406,0.755004864458122,-1.31231206247718,0.149627241916713,0.811678350906668,0.712299829642249,0.808926746166951,COMAB,SN217,N
12,3.45847888306133,0.109535066981875,0.994157086967112,1,12,11,2.47038755633845,0.914265807480435,0.0462722326540133,-1.13023878763609,0.00261911911225326,0.994157086967112,0.208037825059102,0.304176516942474,MECONV,SN217,O
43,7.29069619233098,0.08274231678487,0.834783841795031,1965,2016,51,3.13978908233859,0.94654676808492,1.01983733534909,-0.385457004282659,0.0309164041035342,0.834783841795031,0.163120567375887,0.242710795902285,ANCONV,SN217,S
14,3.83083064727323,0.18882769472856,0.890515884124013,1,15,14,2.35012247113629,0.889722373023837,0.60638085377855,-0.748207012756176,0.041837444435868,0.890515884124013,0.33044846577498,0.462627852084972,LUOPAR,SN217,N
21,3.23762910198099,0.311023622047244,0.668182769218275,0,22,22,2.03429743338521,0.814150908301817,2.01031969083215,2.96963182122865,0.145141546283093,0.668182769218275,0.533858267716535,0.698425196850394,ANFIDA,SN217,S
5,1.35970453835436,0.295741324921136,0.931145133157191,1,5,4,1.49862027928168,0.761257451064296,-0.281759058048789,-1.88858868549229,0.0484281861696305,0.931145133157191,0.581230283911672,0.79179810725552,INTENZ,SN217,N
6,2.03184922884819,0.400635930047695,0.773323857701685,1,6,5,1.38561034481696,0.709431024590475,0.284435149345741,-1.87754711985862,0.14868277049143,0.773323857701685,0.664546899841018,0.90302066772655,MOTMAT,SN217,N
4,1.02572032944282,0.318289786223278,0.981609025564892,1,4,3,1.360799056965,0.737718699397995,-0.192322699650152,-2.01235412669463,0.0163750674693402,0.981609025564892,0.596199524940618,0.831353919239905,INT3MAT,SN217,O
4,0.949915409260632,0.319873317498021,0.920815468368381,1,4,3,1.27652129143106,0.706979636640381,-0.728456578025656,-1.70304792675268,0.0573604844794919,0.920815468368381,0.635787806809184,0.92874109263658,INT3CONV,SN217,O
4,1.06191690051734,0.316706254948535,0.991123144832571,1,4,3,1.37398842685681,0.743590177592468,0.58688412507592,-1.79090862783122,0.00854642987670898,0.991123144832571,0.559778305621536,0.787806809184481,INT3UNI,SN217,O
9,2.16075377936386,0.1796875,0.957407359382866,1,9,8,2.1036389805586,0.869190673828125,0.0132441024538778,-1.69135432057969,0.0221604919433594,0.957407359382866,0.34375,0.503125,ABCMAD,SN217,N
9,2.35439282304737,0.17425431711146,0.954129088824195,1,9,8,2.09643588391593,0.868757840051852,-0.237181785528409,-1.66309976361346,0.0226474299416663,0.954129088824195,0.335949764521193,0.485086342229199,ABCPAD,SN217,N
9,2.08902591781582,0.189082278481013,0.94443966158731,1,9,8,2.07514603625074,0.863308163755808,0.0554639073639919,-1.73169505843897,0.0287783157747156,0.94443966158731,0.370253164556962,0.515822784810127,ABCSUA,SN217,N
9,2.1991172033025,0.180588703261734,0.943667837217789,1,9,8,2.07345016477664,0.865123803122561,-0.332648118721192,-1.58916590111116,0.0267357214871184,0.943667837217789,0.345266507557677,0.488464598249801,ABCSUO,SN217,N
1,0,1,0,4,4,0,0,0,0,0,NA,0,1,1,ABIANP,SN217,N
6,1.71803127819793,0.416595380667237,0.84128038782491,1,6,5,1.50737210116113,0.73122092610575,0.708622595617463,-1.25947507724183,0.1225348886731,0.84128038782491,0.661248930710009,0.810949529512404,COCAB,SN217,N
2,0.428668510737126,0.757413758321565,0.799314721458031,1,2,1,0.554042745558692,0.367476314053533,0,0,0.265047371892933,0.799314721458031,1,1,LAT,SN217,N
12,3.34301620774784,0.10464135021097,0.995053213611372,1,12,11,2.47261434739582,0.914712741903897,-0.609645562672565,-0.528036675643374,0.00213155428665764,0.995053213611372,0.19915611814346,0.289873417721519,MLAT,SN217,O
56,7.98368548455443,0.164135021097046,0.701013286356007,1958,2016,58,2.82182501746096,0.911758443269419,2.56361314769764,6.05034519564772,0.0716641304893188,0.701013286356007,0.30379746835443,0.423206751054852,ALAT,SN217,S
5,1.21599148778792,0.609440267335004,0.648191119784755,1,5,4,1.0432233626847,0.56085284221414,0.768408324842183,-1.30132223378212,0.298933947232325,0.648191119784755,0.8312447786132,0.964494569757728,NOCONV,SN217,N
7,1.49286659676555,0.246340443329151,0.908368613021156,1,7,6,1.76760370316117,0.81619820318107,-0.272818790704305,-1.53063986557549,0.0477687629554181,0.908368613021156,0.469259723964868,0.631116687578419,ABIPART,SN217,N
6,1.11721302247589,0.436272461345591,0.699158571275666,1,6,5,1.25272399057513,0.656407487432438,0.519602322803967,-1.89094323743444,0.212311015081074,0.699158571275666,0.812369410781446,0.880902632678646,VEDPAR,SN217,O
6,0.780918855340248,0.887541806020067,0.256213718493979,1,6,5,0.459073356257718,0.205763568080894,1.34203732170643,-0.115758371429101,0.753083718302927,0.256213718493979,0.965301003344482,0.983695652173913,TELPAR,SN217,O
6,2.08316483029269,0.657047260560435,0.591413437055053,1,6,5,1.0596706260721,0.523221315958824,1.17148502146748,-0.438265431227613,0.372134420849411,0.591413437055053,0.851108322877457,0.923044751150146,INTPAR,SN217,O
6,1.62840685991148,0.800920117105813,0.384938652012111,1,6,5,0.689717474814583,0.340339076499931,1.29944730666899,-0.18888660185144,0.591593108200083,0.384938652012111,0.918025930572982,0.984107068172313,MESPAR,SN217,O
4,0.72791483261726,0.499579124579125,0.733536235748822,1,4,3,1.0168971472957,0.588623680690179,0.0548858917590898,-2.34980866991771,0.215168425746428,0.733536235748822,0.893518518518518,0.968434343434343,FUTINS,SN217,O
31,8.7697230746539,0.0422974176313446,0.996648795890152,1,31,30,3.42247921245231,0.967014476710947,-0.0952488970599175,0.397955480449599,7.51707398688e-4,0.996648795890152,0.0832591273374889,0.124220837043633,GGPAR,SN217,S
12,3.40552123538157,0.0959752321981424,0.999080294755695,1,12,11,2.48262126811058,0.916281911167596,0.466721294567672,-0.681548636526793,4.1973327171388e-4,0.999080294755695,0.183547103051747,0.271118973905352,MMPAR,SN217,O
72,13.5880300448126,0.0467091295116773,0.894395353262079,1924,2001,77,3.82503030430133,0.973479564192372,0.937120193780792,-0.255585988357232,0.0128094560302706,0.894395353262079,0.0912951167728238,0.134182590233546,AAPAR,SN217,S
2,0.281992490452888,0.912933220625528,0.426602575487068,1,2,1,0.295698372418472,0.158972310607657,0,0,0.682055378784685,0.426602575487068,1,1,CITTPAR,SN217,N
4,0.454391652084306,0.836412705003114,0.431409961156919,1,4,3,0.598061196482788,0.289078671650534,0.738051871525675,-1.69495735387696,0.614561771132621,0.431409961156919,0.915715175420386,0.985191336239707,CONTI,SN217,N
4,0.666945393445441,0.576987168805199,0.649571051399595,1,4,3,0.900496685701977,0.53679645571486,0.202618021025963,-2.19961860309646,0.284271392380187,0.649571051399595,0.934094317613731,0.984252624562573,NCONTIM,SN217,S
6,1.18778727437929,0.630804629758751,0.694305849341252,1,6,5,1.24402908009762,0.573536069031511,1.34576031994002,-0.10817683101706,0.311756717162187,0.694305849341252,0.731627388090922,0.80497838516246,GESRED,SN217,N
5,1.17968671805832,0.405766526019691,0.805635244330319,1,5,4,1.29661990581832,0.680468269369621,0.230250787183829,-2.19750345456229,0.149414663287974,0.805635244330319,0.770042194092827,0.90154711673699,DIVSPE,SN217,N
5,0.85465738766784,0.500735964112988,0.69121141711975,1,5,4,1.11246186021983,0.609148579718986,0.375482824369706,-2.04391936258419,0.238564275351267,0.69121141711975,0.864091960468213,0.942104156444943,DISFIG,SN217,O
5,1.01125029309467,0.476784088521605,0.838306986019188,1,5,4,1.34920304555764,0.688266376155544,0.704907824336587,-1.31529355843956,0.13966702980557,0.838306986019188,0.693676027733034,0.839134393164787,DISGEN,SN217,O
5,0.941190148533884,0.547707385369268,0.749312215729375,1,5,4,1.20597148824486,0.624975891426703,0.737604189204041,-1.33555973673377,0.218780135716621,0.749312215729375,0.770528526426321,0.918725936296815,DISDOM,SN217,O
5,1.00854625430332,0.489676966292135,0.829968178952228,1,5,4,1.33578225331961,0.681544056148214,0.758311930605435,-1.21697039885819,0.148069929814733,0.829968178952228,0.679494382022472,0.840168539325843,DISPES,SN217,O
5,1.02304550299972,0.474881052336972,0.826033084973899,1,5,4,1.32944896388189,0.6818316761224,0.604101249236522,-1.51353529733899,0.147710404847,0.826033084973899,0.719983207388749,0.877693814721523,DISDIA,SN217,O
5,1.16953685173598,0.364561403508772,0.919571211498491,1,5,4,1.47999277096863,0.751252801477378,0.216221848267244,-1.43177417115963,0.0609339981532779,0.919571211498491,0.579298245614035,0.767719298245614,DISEDU,SN217,O
5,0.940028399557115,0.491423370440384,0.782638982839723,1,5,4,1.25960885073111,0.66005695601523,0.51313264743764,-1.60792967204857,0.174928804980963,0.782638982839723,0.748442204018764,0.919064622278233,DISTLB,SN217,O
5,0.978549519401378,0.466615341545353,0.799313408155115,1,5,4,1.28644530300175,0.676044633810438,0.410201800446429,-1.6789854143415,0.154944207736952,0.799313408155115,0.722564389697648,0.913633818589026,DISSOL,SN217,O
4,1.0445221119966701,0.426323921899143,0.887146790136581,1,4,3,1.22984659265195,0.678011964089854,0.0111685025508484,-2.15673028264808,0.0959840478801952,0.887146790136581,0.747928079786487,0.924146649810367,PESTEI,SN217,N
4,0.836917185244572,0.399086757990868,0.849400410091571,1,4,3,1.17751899884287,0.667333263503421,-0.287504538080629,-2.09000954079877,0.110222315328772,0.849400410091571,0.760309097295399,0.964383561643836,PESTEP,SN217,N
6,1.27803845889207,0.322853350101307,0.867121877761956,1,6,5,1.5536738354548,0.767110814989775,-0.0367469031032075,-1.7650341140567,0.0794670220122701,0.867121877761956,0.570809753371061,0.76580730804164,CHISPE,SN217,N
6,1.48368351858491,0.347777622962241,0.883391269346349,1,6,5,1.58282467188471,0.771337392106195,0.291211208544146,-1.2470429524448,0.074395129472566,0.883391269346349,0.565417305280758,0.727044726208722,CHIPAS,SN217,N
6,1.56843204760561,0.351826038472261,0.905599449605025,1,6,5,1.62261638915752,0.776972070021153,0.559690654131945,-1.06019553064353,0.0676335159746161,0.905599449605025,0.557638695288542,0.702397546696404,CHICAS,SN217,N
6,1.62625740990866,0.416068566650408,0.844651531504869,1,6,5,1.51341237977183,0.737780247273236,0.728611931368541,-0.985337494303638,0.114663703272116,0.844651531504869,0.622744059647411,0.777228067730472,CHILAV,SN217,N
6,1.74582915177192,0.416398938399218,0.862483596995017,1,6,5,1.5453631519697,0.74217887353879,0.852979419003123,-0.882324487651014,0.109385351753452,0.862483596995017,0.612934767425618,0.773920938678586,CHISTI,SN217,N
6,1.75204740975359,0.274002232765839,0.95997930634467,1,6,5,1.72005201240604,0.808667521194489,0.422366596725941,-1.70684961290352,0.0295989745666129,0.95997930634467,0.502651409433436,0.648478928272397,CHIRIP,SN217,N
6,1.49370712482739,0.27159288950854,0.929076590210732,1,6,5,1.66468177814819,0.796896729392123,-0.225909719296763,-1.63835061028659,0.0437239247294519,0.929076590210732,0.503868943882886,0.705820843499477,CHICON,SN217,N
6,1.05191281137602,0.625692836595804,0.687685279476147,1,6,5,1.23216661135013,0.575870600828778,1.30656926614191,-0.172421655000642,0.308955279005466,0.687685279476147,0.744895811408125,0.840594962464043,CHISOC,SN217,N
6,3.23196377704923,0.411149096490616,0.858748609961603,1,13,12,1.53867095358513,0.745357007007704,0.791781504355459,-0.819003174178165,0.105571591590755,0.858748609961603,0.591711435149655,0.757273424963371,TITMAPARM,SN217,O
6,3.34313145223464,0.390753951601623,0.886712037142225,1,13,12,1.58877468902808,0.761247417024129,0.832422291763066,-0.709382596329853,0.0865030995710454,0.886712037142225,0.555322422716464,0.719121555462302,TITPAPARM,SN217,O
2,0.49883877435271,0.534307978760086,0.996601117930474,1,2,1,0.690791255036398,0.497645925186795,0,0,0.00470814962640991,0.996601117930474,1,1,VIVMAPAR,SN217,N
2,0.487396262522663,0.611630321910696,0.963739381162133,1,2,1,0.668013234847119,0.475077342460229,0,0,0.0498453150795422,0.963739381162133,1,1,VIVPAPAR,SN217,N
2,0.324982750620523,0.879991593106347,0.529385030160774,1,2,1,0.366941741086582,0.211212778337001,0,0,0.577574443325999,0.529385030160774,1,1,FRAPAR,SN217,N
7,1.72285630714065,0.335244465679248,0.853003736256118,1,7,6,1.65986862756288,0.771098275367163,0.582111440663627,-1.61845419590486,0.100385345404976,0.853003736256118,0.615942028985507,0.767319636884854,NFRAPARM,SN217,S
2,0.198297900655686,0.959000079611496,0.246858152600294,1,2,1,0.171109032473131,0.0786378538332808,0,0,0.842724292333438,0.246858152600294,1,1,FRATPAR,SN217,N
7,1.54854512229035,0.375570871045421,0.802936507395281,1,7,6,1.5624422987875,0.741841899265874,0.635354590679933,-1.51200281719362,0.134517784189814,0.802936507395281,0.667026488416508,0.816407871792743,NFRATPARM,SN217,S
2,0.286306243720764,0.909920264348826,0.436735908291054,1,2,1,0.302722263481231,0.163930753752378,0,0,0.672138492495244,0.436735908291054,1,1,FIGLIPA,SN217,N
4,0.871461755983507,0.427432216905901,0.829829620939076,1,4,3,1.1503881241981,0.643056096090596,-0.0123965164177567,-2.40424046943665,0.142591871879205,0.829829620939076,0.824561403508772,0.936204146730462,NFIGLIPAM,SN217,S
4,0.872318588027414,0.429260450160772,0.82901075411190694,1,4,3,1.14925293373308,0.642416073034812,-0.00910755926015072,-2.40466793450225,0.143445235953585,0.82901075411190694,0.82556270096463,0.935691318327974,NFIGPBIOM,SN217,S
2,0.497245158098847,0.642857142857143,0.940285958670631,1,2,1,0.651756561172653,0.459183673469388,0,0,0.0816326530612245,0.940285958670631,1,1,NFIGPADOM,SN217,S
6,1.15211440915473,0.371576763485477,0.784210766969439,1,13,12,1.40511706758809,0.724808772805794,0.205954789802529,-1.85363990212631,0.130229472633047,0.784210766969439,0.675656984785616,0.831051175656985,TITPARM,SN217,O
2,0.243943187906416,0.936458407205163,0.341346167995189,1,2,1,0.236603133940807,0.119008117559865,0,0,0.761983764880271,0.341346167995189,1,1,TITPAE,SN217,N
18,3.5896336682601,0.151785714285714,0.876980393101905,5,22,17,2.53479936045042,0.90629733338648,0.777310705474767,-0.550981420826535,0.0403910587672569,0.876980393101905,0.296875,0.431919642857143,TITPANE,SN217,S
86,16.8746541091344,0.0239674727156003,0.945382290001366,1925,2016,91,4.21106104739353,0.98379637336163706,-0.0925789876545248,-1.27573354559005,0.004629551657638,0.945382290001366,0.0479349454312005,0.0714030957985591,TITPANNO,SN217,S
42,19839.0730826984,0.0777390090718772,0.894419956207652,11000,93000,82000,3.34304629630368,0.957977413075989,0.802136984465229,-0.388449797803434,0.0186572841660598,0.894419956207652,0.147522679692952,0.21102581995813,CODPROPA,SN217,N
4,0.940341404340919,0.383452330953381,0.903552793642929,1,4,3,1.25259014280132,0.693656276671471,-0.31498368420136,-1.98922304538226,0.0751249644380392,0.903552793642929,0.704745905081898,0.931401371972561,ATECPAM,SN217,N
3,0.539402340685508,0.831303625795738,0.511804993732086,1,3,2,0.562275255515775,0.293300387037644,0.378394161547585,-2.33333333333333,0.560049419443534,0.511804993732086,0.942153335178522,1,PIEPAPAR,SN217,N
56,10.3744189402337,0.383061168004428,0.611325840037599,2,60,58,2.46080150378543,0.820780304906575,5.60274018968351,34.1458860911999,0.164296416822396,0.611325840037599,0.499861610849709,0.577774702463327,ORELAPAM,SN217,S
8,2.06604079958033,0.718693787186938,0.466807183405515,1,8,7,0.970698249127986,0.455714429283864,1.72218224755451,1.35715604869933,0.47918350938987,0.466807183405515,0.86799501867995,0.927355749273557,POSIPA,SN217,N
2,0.479970957781567,0.640555555555556,0.942221069949456,1,2,1,0.653097878099641,0.460488271604938,0,0,0.0790234567901234,0.942221069949456,1,1,DIPPA,SN217,N
13,3.63382757156604,0.33693972179289,0.77244090557335,1,15,14,1.98127180442737,0.810340914791607,1.55017764652388,1.33890275377069,0.122130675642425,0.77244090557335,0.545595054095827,0.666151468315301,NDIPPAM,SN217,S
2,0.404266723825164,0.794871794871795,0.732066690093194,1,2,1,0.507429962219949,0.326101249178172,0,0,0.347797501643655,0.732066690093194,1,1,ALBOPA,SN217,N
2,0.424880825220293,0.763631292706735,0.788949236586634,1,2,1,0.546857938944947,0.360997083011551,0,0,0.278005833976898,0.788949236586634,1,1,LAVMANPA,SN217,N
6,0.743396574561292,0.46726992683866,0.573115224343586,1,6,5,1.02688463017638,0.588717484363715,0.519342463720085,-1.94503901700224,0.293539018763542,0.573115224343586,0.900847131305352,0.962456680785522,POSDIPPA,SN217,O
2,0.131211936886642,0.982479784366577,0.127281179194696,1,2,1,0.088224590497149,0.0344265153551631,0,0,0.931146969289674,0.127281179194696,1,1,CONTRAPA,SN217,N
3,0.540326603437428,0.701578744705429,0.652719880052889,1,3,2,0.717086081284078,0.437101975873646,0.197176060590157,-2.33333333333333,0.344347036189531,0.652719880052889,0.965152098575279,1,PRIPUBPA,SN217,N
3,0.819650675701619,0.750096264921063,0.609215186026024,1,3,2,0.66929128981141806,0.391117220204172,0.292705038319825,-2.33333333333333,0.413324169693742,0.609215186026024,0.96168656141702,1,TURNIPA,SN217,N
3,0.772961622092311,0.384289564882557,0.979078441527265,1,3,2,1.07562760743187,0.652235058698249,-0.384010611707302,-2.33333333333333,0.0216474119526262,0.979078441527265,0.764728532922603,1,FLEXIPA,SN217,O
2,0.34917298696325,0.857912976511359,0.589678549787427,1,2,1,0.408734024221832,0.243796602489558,0,0,0.512406795020883,0.589678549787427,1,1,TEMDETPA,SN217,N
5,1.77568565236721,0.388888888888889,0.830570447636576,1,5,4,1.33675156737367,0.698551714514435,0.150222280674078,-2.16947564451095,0.126810356856956,0.830570447636576,0.731707317073171,0.897018970189702,DETERPA,SN217,N
5,1.02728625493568,0.394820829798408,0.87321016099249,1,5,4,1.405377538624,0.724719215874249,0.224536323499867,-1.73513812116901,0.0941009801571886,0.87321016099249,0.664485112915606,0.816870682341534,TINTM,SN217,O
2,0.263609242952645,0.924868300025086,0.384788709230737,1,2,1,0.266715208914586,0.138973855267588,0,0,0.722052289464825,0.384788709230737,1,1,TINTE,SN217,N
18,3.65469733182313,0.184121621621622,0.862842910815295,5,22,17,2.49393678092145,0.899763361334307,0.959701022873138,-0.0427449616715232,0.0473093821166158,0.862842910815295,0.311936936936937,0.439752252252252,TINTANE,SN217,S
90,20.2903247009693,0.0242495191905678,0.959290760609703,1926,2016,90,4.31662584125002,0.985754862715191,-0.403676698272496,-0.874280574703355,0.00316923995093031,0.959290760609703,0.0443598963124007,0.0632577974747052,TINTANNO,SN217,S
2,0.420886837468253,0.769929495220381,0.778134188966041,1,2,1,0.539361519179111,0.35427613522014,0,0,0.29144772955972,0.778134188966041,1,1,RIPANN,SN217,N
2,0.429805563161255,0.755542922114838,0.802374009841771,1,2,1,0.556163282676401,0.36939562991402,0,0,0.261208740171961,0.802374009841771,1,1,NRIPANNM,SN217,N
3,0.694366328060204,0.81069839024999,0.547286505576295,1,3,2,0.601255680448346,0.322056990390816,0.370906817685532,-2.33333333333333,0.516914514413776,0.547286505576295,0.942722848467202,1,ISCRINT,SN217,N
5,1.20348199895687,0.35899967094439,0.890824804461614,1,5,4,1.43372721363722,0.733093888260338,0.122676435838137,-2.11575841528115,0.0836326396745782,0.890824804461614,0.663047054952287,0.846001974333662,NISCRINTM,SN217,S
4,0.52744516674009,0.708119970738844,0.505418524640138,1,4,3,0.700658850714158,0.428439403239383,0.496480409056618,-1.90448530048369,0.428747462347489,0.505418524640138,0.971470373079737,0.999268471104609,CORSINTM,SN217,O
12,3.44485102018864,0.135718534885697,0.978032531460045,1,12,11,2.43031954113406,0.907526712923257,0.387736541515151,-0.841454028665847,0.00997085862917454,0.978032531460045,0.266508030933968,0.357950199711056,LAVORME,SN217,O
67,11.963540484853601,0.0783582089552239,0.864688157966134,1946,2016,70,3.63574791587497,0.967703752768475,1.3972029761383,2.24529455117308,0.017634069159275,0.864688157966134,0.136194029850746,0.186736770691995,LAVORAN,SN217,S
40,19348.4804932956,0.0836756938039742,0.903141566087003,11000,93000,82000,3.33158036729463,0.957396743945444,0.80383276651513,-0.32413602167972,0.0180546215944164,0.903141566087003,0.146809759369498,0.206757776473547,CODPRO,SN217,N
4,0.677957130323855,0.51990238155348,0.68856786296245,1,4,3,0.954557745673218,0.572621773050518,0.0612707655884489,-2.29579078628764,0.23650430259931,0.68856786296245,0.90675755280653,0.992594462677775,LAVDOVE,SN217,N
13,3.18263423207455,0.261089133911287,0.819332153603589,1,13,12,2.1015454809331,0.845375365863544,0.950566591152912,-0.495038322826876,0.084176686981161,0.819332153603589,0.425721740594226,0.583368403333053,LAVCOME,SN217,N
4,0.911516342652295,0.388058433837269,0.886709520778415,1,4,3,1.22924040860644,0.684434532832533,-0.282801205125632,-2.07045640187212,0.0874206228899565,0.886709520778415,0.729828435535927,0.941311364022422,ATECATTM,SN217,N
3,0.593373656951926,0.808068153345026,0.562991202487253,1,3,2,0.618509053464532,0.327931685207053,0.381450260268001,-2.33333333333333,0.50810247218942,0.562991202487253,0.922408753027646,1,PIEPAR,SN217,N
60,11.2738609327977,0.339016449623029,0.65070075494953,1,60,59,2.66419309766143,0.852728080205536,5.53862698453333,34.0831505912828,0.132818901485896,0.65070075494953,0.452193283070596,0.526816312542838,ORESETLAM,SN217,S
8,2.02641562208183,0.723127035830619,0.477531557198684,1,8,7,0.992998957502003,0.453053070234889,1.74927705533786,1.42905394906622,0.482225062588698,0.477531557198684,0.860352459700994,0.916979871377265,POSI,SN217,N
2,0.469188215348122,0.673041559396837,0.911788597130558,1,2,1,0.632003695367754,0.440113237443022,0,0,0.119773525113956,0.911788597130558,1,1,DIP,SN217,N
15,4.12196160219883,0.279376498800959,0.770276060527438,1,15,14,2.08594624061555,0.837419273214522,1.33828222039445,0.651364703458282,0.102765064413012,0.770276060527438,0.489208633093525,0.621103117505995,NDIPM,SN217,S
2,0.410109806572423,0.786466165413534,0.748183457867025,1,2,1,0.518601254362119,0.335874272146532,0,0,0.328251455706937,0.748183457867025,1,1,ALBO,SN217,N
2,0.443763856410253,0.731788079470199,0.838887137142427,1,2,1,0.581472253918277,0.392548572431034,0,0,0.214902855137933,0.838887137142427,1,1,PERCOL,SN217,N
6,0.753789569836229,0.454377454377454,0.603792780029019,1,6,5,1.08185143106853,0.600784189488278,0.517383813596455,-1.95368912171826,0.279058972614066,0.603792780029019,0.887156387156387,0.953915453915454,POSDIP,SN217,O
2,0.181768346659962,0.965794066317627,0.215064472095564,1,2,1,0.149071332471653,0.0660717755665809,0,0,0.867856448866838,0.215064472095564,1,1,CONTRA,SN217,N
3,0.531960258835644,0.72451343836886,0.630435256868627,1,3,2,0.692603920405509,0.415824880759224,0.243078447634829,-2.33333333333333,0.376262678861164,0.630435256868627,0.965477293790547,1,PRIPUB,SN217,N
2,0.155748855875461,0.97512765606984,0.16798573475824,1,2,1,0.116438838421965,0.0485074208751592,0,0,0.902985158249682,0.16798573475824,1,1,NONPR,SN217,N
3,0.827707148520855,0.736842105263158,0.634848182714924,1,3,2,0.697452014969233,0.407606526964144,0.288138447022351,-2.33333333333333,0.388590209553783,0.634848182714924,0.95453477443609,1,TURNILA,SN217,N
3,0.482667780588707,0.913166588013214,0.320366315652948,1,3,2,0.351958371251656,0.162067128550624,0.383906243669609,-2.33333333333333,0.756899307174064,0.320366315652948,0.968617272298254,1,DATASI,SN217,N
3,0.541297232837486,0.768839465278599,0.59746365633419,1,3,2,0.656380914881321,0.372556507574068,0.329072033801271,-2.33333333333333,0.441165238638897,0.59746365633419,0.953744232816751,1,DATCUR,SN217,N
3,0.540651151213755,0.71523178807947,0.643923412988921,1,3,2,0.707422174470739,0.425691782897098,0.231561919574292,-2.33333333333333,0.361462325654353,0.643923412988921,0.9629848628193,1,DATIST,SN217,N
3,0.434711691805968,0.910627733774678,0.329702543909111,1,3,2,0.362215266343686,0.166690729848967,0.384648343636052,-2.33333333333333,0.74996390522655,0.329702543909111,0.961342948339047,1,DATALL,SN217,N
3,0.446689777985955,0.901556236736619,0.35333675841847,1,3,2,0.388180104836686,0.18218379534708,0.38430334115068,-2.33333333333333,0.72672430697938,0.35333675841847,0.959915114359821,1,DATVAC,SN217,N
